,"Track ID","Artists","Album Name","Album ID","Release Date","External URLs","Track Name","Popularity","Duration (ms)","Explicit","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature","Genre"
251,"1AC0Gin6gRaKUY3YzRs8SZ","Rahat Fateh Ali Khan, Sunidhi Chauhan, Suzanne D'Mello","Veer (Original Motion Picture Soundtrack)","3IIQoaOwGNfTevkFkoCSge",2009-01-22,"https://open.spotify.com/track/1AC0Gin6gRaKUY3YzRs8SZ","Surili Akhiyon Wale - Duet",42,332120,"False",0.516,0.595,4,-5.706,1,0.0317,0.443,0,0.0862,0.435,76.047,4,"filmi, classic pakistani pop, sufi, modern bollywood, qawwali"
252,"3q4AFvTPsACNqt1z4sPlqw","Mohammed Rafi, Lata Mangeshkar","The Golden Years Amitabh Bachchan (Vol. 2)","1lAtOf4glG3susZXbaucwb",2013-01-01,"https://open.spotify.com/track/3q4AFvTPsACNqt1z4sPlqw","Patta Patta Buta Buta - From ""Ek Nazar""",4,302373,"False",0.338,0.685,8,-6.249,1,0.0458,0.854,0.000577,0.0808,0.592,138.051,3,"lata, filmi, classic bollywood"
253,"6MYmHgOoy0BLOtdL2Zug6e","Kishore Kumar","Krazy Kishore","43ehHE4nhmYH976HupqUlx",2018-04-24,"https://open.spotify.com/track/6MYmHgOoy0BLOtdL2Zug6e","Pyar Diwana Hota Hai (From ""Kati Patang"")",37,284133,"False",0.551,0.597,5,-9.827,1,0.0405,0.661,0,0.355,0.84,123.637,4,"filmi, classic bollywood"
254,"64xm8TSNlUG8gMWBGouO3e","Pritam, Badshah, Amaal Mallik, Tanishk Bagchi, Nucleya, Benny Dayal, Dj Kiran Kamath","Best of 2016 Mashup (By DJ Kiran Kamath)","7HUJfq4eGTd2KtTFZhBmAd",2016-12-02,"https://open.spotify.com/track/64xm8TSNlUG8gMWBGouO3e","Best of 2016 Mashup (By DJ Kiran Kamath)",35,271811,"False",0.462,0.932,5,-3.074,0,0.123,0.158,0,0.107,0.698,127.994,4,"indian indie, desi pop, filmi, desi hip hop, hindi hip hop, indian edm, desi trap, indian instrumental, modern bollywood"
255,"1scGwkyXNCl19wrBDhnAWg","Atif Aslam","Batti Gul Meter Chalu","4Uxt9DMRqqyFy1Ve6BuFte",2018-09-08,"https://open.spotify.com/track/1scGwkyXNCl19wrBDhnAWg","Dekhte Dekhte",65,256271,"False",0.799,0.828,9,-4.846,0,0.0782,0.424,0,0.145,0.627,105.04,4,"filmi, classic pakistani pop, sufi, modern bollywood"
256,"6KQcxmZi9mpQlYuwkWJNuu","Shadab Faridi, Javed Ali","Gunday (Original Motion Picture Soundtrack)","6j16EBTJn1y9AtdTHuKrP3",2014-01-07,"https://open.spotify.com/track/6KQcxmZi9mpQlYuwkWJNuu","Jashn-e-Ishqa",0,261251,"False",0.69,0.892,2,-4.85,0,0.0525,0.189,0,0.156,0.782,106.019,4,"filmi, desi pop, modern bollywood"
257,"4hMGhovxvJWuSPMOODZOTv","Arijit Singh, Rochak Kohli","Pal (From ""Monsoon Shootout"") - Single","1IMJXV8tnxVZEcGohylXoE",2017-11-16,"https://open.spotify.com/track/4hMGhovxvJWuSPMOODZOTv","Pal (From ""Monsoon Shootout"")",27,288000,"False",0.617,0.406,7,-10.532,1,0.0248,0.318,0,0.0968,0.366,95.018,4,"desi pop, filmi, modern bollywood"
258,"5zzdjGoPvxxqxnPyFXorHt","Jay Kadn, Roop Kumar Rathod","Tujh Mein Rab Dikhta Hai (Official Remix)","01dUYJSr9pCrMxmKxDJqVa",2016-04-28,"https://open.spotify.com/track/5zzdjGoPvxxqxnPyFXorHt","Tujh Mein Rab Dikhta Hai (Official Remix)",16,213332,"False",0.412,0.592,5,-6.55,0,0.0345,0.0643,0,0.271,0.223,84.366,4,"filmi, desi pop, sufi, modern bollywood"
259,"1NX33DecZrq4ZUGDc47AfN","Arijit Singh","Ultimate Love Songs - Arijit Singh","1WwkojG9sjMSrFVz4D51W0",2020-05-19,"https://open.spotify.com/track/1NX33DecZrq4ZUGDc47AfN","Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")",63,264805,"False",0.566,0.541,10,-5.525,1,0.0306,0.341,"4.45e-06",0.102,0.31,83.939,4,"filmi, modern bollywood"
260,"5c2Ge2ppcGgaJJLk4vZhHf","Arijit Singh, Palak Muchhal","Dishkiyaoon (feat. Palak Muchhal, Gayatri Ganjawala, Sneha Khanwalkar, Altamash Faridi) [Original Motion Picture Soundtrack]","0e0ud82SjlSnApYbG1xvRS",2014-03-12,"https://open.spotify.com/track/5c2Ge2ppcGgaJJLk4vZhHf","Tu Hi Hain Aashiqui",0,298053,"False",0.484,0.553,9,-5.384,0,0.0277,0.537,0,0.0876,0.225,99.585,4,"filmi, modern bollywood"
261,"2DXkfIebgf8dx2pXNsAC3I","Asha Bhosle, Kishore Kumar","Yaadon Ki Baaraat (Original Motion Picture Soundtrack)","1fOkDGHASa0JmVw2kibMdV",1973-12-30,"https://open.spotify.com/track/2DXkfIebgf8dx2pXNsAC3I","O Meri Soni Meri Tamanna",16,270160,"False",0.297,0.585,10,-11.217,0,0.0576,0.678,0.000352,0.0778,0.366,117.525,4,"filmi, chutney, classic bollywood"
262,"52tEHdDDi3YnrS8siWXPVT","Salim–Sulaiman, Shreya Ghoshal","Romantic Hits By Shreya Ghoshal","5bZfcoszSitOyxEflBKl5H",2013-03-11,"https://open.spotify.com/track/52tEHdDDi3YnrS8siWXPVT","Is Pal (From ""Aaja Nachle"")",0,239908,"False",0.674,0.494,4,-10.19,0,0.0342,0.942,0.0908,0.105,0.595,124.978,4,"filmi, indian folk, modern bollywood"
263,"6Sp7azay1NZU4wxlFacWCl","Vishal-Shekhar, Vishal Dadlani","I Hate Luv Storys (Original Motion Picture Soundtrack)","4SPHfSWibeoFCSdR4vd5QL",2010-05-25,"https://open.spotify.com/track/6Sp7azay1NZU4wxlFacWCl","Jab Mila Tu",51,251853,"False",0.626,0.561,9,-6.644,0,0.0304,0.0482,0,0.304,0.794,167.916,4,"filmi, modern bollywood"
264,"0vqtlDkv6BamM6PIKM9ptz","Masaba, Akshay & IP","Raanjhan Aaya","1D42KMvs4ntxc04oXyY7cJ",2023-10-18,"https://open.spotify.com/track/0vqtlDkv6BamM6PIKM9ptz","Raanjhan Aaya",51,163369,"False",0.671,0.632,2,-7.159,1,0.0501,0.461,"1.07e-05",0.137,0.663,92.026,4,"Unknown"
265,"4r8JqkhpTb5tzSKKHnVJIJ","Mohit Chauhan, Shekhar Ravjiani, Shruti Pathak","Anjaana Anjaani","6FC95PYKFrO8UYhjCidPZ9",2010-08-19,"https://open.spotify.com/track/4r8JqkhpTb5tzSKKHnVJIJ","Tujhe Bhula Diya",70,279429,"False",0.644,0.423,11,-8.702,0,0.0324,0.464,0,0.11,0.509,131.903,4,"filmi, modern bollywood"
266,"3Uv8BQFN3bQfhkregyMbnx","Vishal-Shekhar, Shaan, Gayatri Iyer, Jaideep Sahni","Salaam Namaste","2IENY924rGfG14TIQIdZFr",2005-08-03,"https://open.spotify.com/track/3Uv8BQFN3bQfhkregyMbnx","My Dil Goes Mmmm",62,452832,"False",0.693,0.797,6,-7.392,0,0.0704,0.343,0.00125,0.0673,0.706,90.997,4,"filmi, modern bollywood"
267,"4O5ERhWIhAnBelhNDHcSlA","Tarun Sagar, Alyssa Mendonsa, Loy Mendonsa","Housefull","43aLJDPZkmmORYGxwnuvVr",2010-03-17,"https://open.spotify.com/track/4O5ERhWIhAnBelhNDHcSlA","Oh Girl You're Mine .",60,235705,"False",0.875,0.625,1,-7.28,1,0.0495,0.472,0.0153,0.0464,0.874,111.034,4,"modern bollywood"
268,"06qw24W5YQJ4GAXqs3zkJL","Suresh Wadkar","Omkara (Original Motion Pictures)","2ni91Enmppk7MZvrLSmrkf",2006-07-08,"https://open.spotify.com/track/06qw24W5YQJ4GAXqs3zkJL","Jag Ja",0,269800,"False",0.514,0.133,5,-17.936,1,0.0357,0.945,0.00244,0.0867,0.217,135.678,3,"filmi, garhwali pop, bhajan, hare krishna, classic bollywood"
269,"10Az5lu0hIAMtVUnW7WOGi","Kishore Kumar","Kishore Ki Tanhai","4qnTCTdbvJkxCGRC6Sz2Y9",2015-08-20,"https://open.spotify.com/track/10Az5lu0hIAMtVUnW7WOGi","Ghunghroo Ki Tarah Bajta Hi Raha - From ""Chor Machaye Shor""",0,285640,"False",0.351,0.32,6,-15.775,1,0.0338,0.971,0.00954,0.123,0.701,147.209,3,"filmi, classic bollywood"
270,"4PC1AAj5ZVSnzCoPD8hIDD","Lata Mangeshkar, Kishore Kumar, Mohammed Rafi","Sitare Zameen Par : Rishi Kapoor","2fK2kAD7CvFyBVoAtxL74s",2013-11-01,"https://open.spotify.com/track/4PC1AAj5ZVSnzCoPD8hIDD","Chal Kahin Door Nikal Jayen - From ""Dusra Aadmi""",0,396666,"False",0.306,0.461,5,-10.146,1,0.0338,0.342,0.00119,0.321,0.387,104.518,4,"lata, filmi, classic bollywood"
271,"2QophXhN2Ls2URfoPmiviC","Taaruk Raina, Mismatched - Cast","Mismatched: Season 2 (Soundtrack from the Netflix Series)","0bPV8j4jfsKeoW5P3YQInX",2022-09-30,"https://open.spotify.com/track/2QophXhN2Ls2URfoPmiviC","Kho Gaye",64,197763,"False",0.478,0.374,8,-11.627,0,0.0361,0.628,0.000736,0.0979,0.218,76.163,4,"desi pop"
272,"5SRqLFrRrOZmFKedIJnqED","Saaj Bhatt","Meri aashiqui","3FIDV7uyaysxjWPI3cSdue",2023-01-09,"https://open.spotify.com/track/5SRqLFrRrOZmFKedIJnqED","Meri aashiqui",13,218254,"False",0.529,0.425,11,-10.971,1,0.0517,0.715,0,0.109,0.545,157.926,4,"desi pop, modern bollywood"
273,"5b7u3idwfY2LyqMQlCwscm","Palak Muchhal","2016 Shining Star - Palak Muchhal","45DoyyYzU6JHn3iwLSvprE",2016-12-30,"https://open.spotify.com/track/5b7u3idwfY2LyqMQlCwscm","Kaun Tujhe (From ""M.S.Dhoni - The Untold Story"")",54,241448,"False",0.533,0.431,5,-8.937,1,0.0369,0.868,"2.53e-05",0.127,0.19,108.025,4,"filmi, modern bollywood"
274,"3BhjbaGeI7E0CiIjctfdD3","Badshah, Amaal Mallik, Fazilpuria, Sukriti Kakar, Neha Kakkar","Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack)","1teNu8WgSFQyNncvswvbAL",2016-03-04,"https://open.spotify.com/track/3BhjbaGeI7E0CiIjctfdD3","Kar Gayi Chull",62,187710,"False",0.827,0.737,11,-5.473,0,0.0764,0.0316,0.000322,0.211,0.873,121.99,4,"modern bollywood, filmi, desi pop, desi hip hop, haryanvi hip hop, desi trap"
275,"6vZ8m9iLSmlNV5aOHJWfJh","Ravi, Sonu Nigam, Manna Dey","Time Travel - Journey 1","2hOfWAQlFfn4C9jhdUECMh",2009-07-31,"https://open.spotify.com/track/6vZ8m9iLSmlNV5aOHJWfJh","Aye Mere Zohra Jabeen (Waqt)",0,219053,"False",0.533,0.644,7,-11.615,1,0.0624,0.953,0.112,0.128,0.485,112.043,4,"filmi, rabindra sangeet, classic bollywood, modern bollywood"
276,"14cceH4q4ME5ywqe2DbFGs","Akhil, Dhvani Bhanushali","Luka Chuppi","2PG8bWWdY7tlig5N178jfB",2019-02-22,"https://open.spotify.com/track/14cceH4q4ME5ywqe2DbFGs","Duniyaa",50,222500,"False",0.435,0.658,7,-5.949,0,0.0368,0.699,0,0.125,0.524,77.17,4,"filmi, desi pop, desi hip hop, modern bollywood, punjabi pop"
277,"1fjNwg0NQbePCLhcHKiNFa","Ezu","Humraah","08VQ817bShBmmWw2nTop4w",2020-06-20,"https://open.spotify.com/track/1fjNwg0NQbePCLhcHKiNFa","Humraah",0,234820,"False",0.804,0.275,1,-10.052,0,0.0464,0.613,"1.14e-05",0.094,0.547,139.024,4,"punjabi pop, desi pop, desi hip hop"
278,"3X5Jbz7VhZfbPqIRmYIj8c","A.R. Rahman, Shreya Ghoshal, Mohit Chauhan, Gulzar","Jab Tak Hai Jaan","3G0diKadKaufyFybV3TzuP",2012-10-09,"https://open.spotify.com/track/3X5Jbz7VhZfbPqIRmYIj8c","Saans",58,326112,"False",0.543,0.665,9,-8.295,1,0.0623,0.505,"6.41e-06",0.144,0.495,81.97,4,"filmi, classic bollywood, modern bollywood"
279,"35I0BLKQK85fi5zmqyBLUO","Anish Sharma, Shivam Mahadevan","Dhoom : 3 (Original Motion Picture Soundtrack)","5CWB303QHbEwdBqgL14gv2",2013-12-09,"https://open.spotify.com/track/35I0BLKQK85fi5zmqyBLUO","Bande Hain Hum Uske",0,184268,"False",0.569,0.423,2,-11.791,0,0.0373,0.818,"5.25e-05",0.0655,0.128,126.004,4,"Unknown"
280,"3oIWJujQwLjGBG8kZGnJkg","Sonu Nigam, Shreya Ghoshal, Kunal Ganjawala, Sadhana Sargam, Shankar Mahadevan","Salaam-E-Ishq","2AYTX7A8GfZrlVwRTdt3QZ",2007-07-12,"https://open.spotify.com/track/3oIWJujQwLjGBG8kZGnJkg","Salaam-E-Ishq",55,424573,"False",0.765,0.796,8,-7.095,1,0.0537,0.0362,"5.12e-05",0.249,0.76,103.033,4,"hare krishna, filmi, classic bollywood, modern bollywood"
281,"0VgggdMuIsDLjOlEFS6WQU","Monica Dogra, Vishal Dadlani","Break Ke Baad","3R2nfXGgY4PD6kf52GeEzc",2010-10-18,"https://open.spotify.com/track/0VgggdMuIsDLjOlEFS6WQU","Dooriyan Hain Zaroori",40,249242,"False",0.642,0.862,4,-5.289,1,0.0644,0.0346,"2.7e-06",0.537,0.566,125.053,4,"filmi, modern bollywood"
282,"6aPMWbbdhDhiJHlknZb9Yx","Arijit Singh, Sachet-Parampara","Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]","5OXCK2FlyxVIuLr4BRg0Lw",2019-06-03,"https://open.spotify.com/track/6aPMWbbdhDhiJHlknZb9Yx","Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]",50,370444,"False",0.265,0.58,9,-4.767,0,0.0491,0.491,0,0.243,0.345,172.121,3,"desi pop, filmi, modern bollywood"
283,"7Esjmr77c4SU5IlMtym7Ho","Vishal-Shekhar, Shreya Ghoshal, Amanat Ali, Vishal Dadlani, Raja Hasan","Dostana (Original Motion Picture Soundtrack)","4MzefJUmigFTnjful2wuum",2008-10-08,"https://open.spotify.com/track/7Esjmr77c4SU5IlMtym7Ho","Khabar Nahi",52,259120,"False",0.622,0.758,7,-6.641,1,0.11,0.153,0,0.0622,0.436,90.951,4,"filmi, pakistani pop, classic pakistani pop, rajasthani pop, sufi, modern bollywood"
284,"3XfclPzuI2ScI0wCsKmZr6","Kishore Kumar, Lata Mangeshkar","Darmiyaan: Lata Mangeshkar and Kishore Kumar","7Bq1WmyQLNIgM3LuR1wrKH",2015-12-10,"https://open.spotify.com/track/3XfclPzuI2ScI0wCsKmZr6","Tera Mera Juda Hona - From ""Paraya Dhan""",0,296173,"False",0.478,0.459,5,-9.698,0,0.0448,0.911,0,0.159,0.662,92.074,4,"lata, filmi, classic bollywood"
285,"50mnqGStE7b577DH2k2ltd","Jeet Gannguli, Arijit Singh","Musical Bond: Jeet Gannguli & Arijit Singh","5Z5vhemw4ig06H73KolMti",2015-06-11,"https://open.spotify.com/track/50mnqGStE7b577DH2k2ltd","Khamoshiyan (From ""Khamoshiyan"")",27,335709,"False",0.527,0.521,2,-6.837,0,0.0272,0.631,0,0.158,0.266,143.892,3,"filmi, west bengali pop, modern bollywood"
286,"1mO3ptpbb0XzTNIhp8CJ3D","Shaan","Prem Ratan Dhan Payo","4lq1ltuWHX49J7cFy6Pr8z",2015-10-10,"https://open.spotify.com/track/1mO3ptpbb0XzTNIhp8CJ3D","Aaj Unse Milna Hai",48,243748,"False",0.71,0.618,7,-5.994,0,0.103,0.373,0,0.273,0.504,81.053,4,"filmi, modern bollywood"
287,"6L8TjpxebnvEnJmHyJXTuu","Lata Mangeshkar, Kishore Kumar","Love Songs Of The 70's, Vol. 2","02ecBr5wxU9ScTUuNPXRqy",2013-11-01,"https://open.spotify.com/track/6L8TjpxebnvEnJmHyJXTuu","Janeman Tum Kamal Karte Ho - From ""Trishul""",0,340680,"False",0.302,0.548,6,-12.178,1,0.0509,0.585,"4.13e-05",0.135,0.763,96.085,4,"lata, filmi, classic bollywood"
288,"40YNXVVQp5vlYkkruRJlu8","Kishore Kumar","Mere Jeevan Saathi (Original Motion Picture Soundtrack)","7o3dmagAmo8vwVALOk6YYs",2013-11-01,"https://open.spotify.com/track/40YNXVVQp5vlYkkruRJlu8","Chala Jata Hoon",16,269551,"False",0.544,0.467,4,-7.403,1,0.032,0.911,"3.01e-06",0.446,0.864,107.688,4,"filmi, classic bollywood"
289,"7sVEoPc5ZUUQerRkgTypUZ","Javed Ali, Devi Sri Prasad","Srivalli (From ""Pushpa The Rise Part - 01"")","0o80h7hMTz2wjzJSvckOcr",2021-12-14,"https://open.spotify.com/track/7sVEoPc5ZUUQerRkgTypUZ","Srivalli (From ""Pushpa The Rise Part - 01"")",58,224072,"False",0.787,0.603,9,-4.781,1,0.034,0.435,0,0.101,0.743,106.984,4,"filmi, desi pop, tollywood, modern bollywood"
290,"3LWvtwgEIzC1wdHiUBoG1v","Shankar Mahadevan","Breathless","2XyAPnAa62su8YqSP3eYON",1998-12-31,"https://open.spotify.com/track/3LWvtwgEIzC1wdHiUBoG1v","Breathless - Shankar Mahadevan",47,177960,"False",0.719,0.888,11,-3.964,1,0.0539,0.651,0,0.115,0.54,99.915,4,"filmi"
291,"5bWDGfnKWobmVti3LLr6Kt","Nakash Aziz","Jabra Fan (From ""Fan"") [Original]","7r17HzNiBtGVdEdQtvZa3v",2016-02-19,"https://open.spotify.com/track/5bWDGfnKWobmVti3LLr6Kt","Jabra Fan (From ""Fan"")",36,224999,"False",0.827,0.88,9,-4.185,1,0.269,0.221,0,0.0392,0.911,95.84,3,"tollywood"
292,"0FOniWOTfxWVJHncU9Dvst","Sowmya Raoh, Amit Trivedi","Aiyyaa","7tNzT9KTlTQNG8m0ODRS13",2012-09-21,"https://open.spotify.com/track/0FOniWOTfxWVJHncU9Dvst","Dreamum Wakeupum",50,210922,"False",0.778,0.618,9,-6.549,0,0.223,0.54,0.137,0.103,0.591,75.052,4,"filmi, modern bollywood"
293,"4xjNRqlboe8KyB6M30pc6i","Lucky Ali, Ramya","Kaho Naa Pyar Hai","114GBlvfAQBvbXt6KH3NKO",2000-01-14,"https://open.spotify.com/track/4xjNRqlboe8KyB6M30pc6i","Na Tum Jano Na Hum",0,383213,"False",0.507,0.519,9,-11.197,1,0.0451,0.325,0.00062,0.0566,0.584,179.461,4,"modern bollywood, filmi, hare krishna"
294,"7b6QWFFhvSSKeE38zixIrd","Kishore Kumar","Padosan (Original Motion Picture Soundtrack)","6VT7umC9rMz960sp6v8d6K",1967-12-01,"https://open.spotify.com/track/7b6QWFFhvSSKeE38zixIrd","Mere Samnewali Khidki Mein",31,172173,"False",0.705,0.591,7,-9.549,0,0.217,0.839,0.000476,0.0968,0.768,139.782,4,"filmi, classic bollywood"
295,"6L4QbsQrP9ZiZdz9SfOSGV","Pritam, Mohit Chauhan","Love Aaj Kal (Original Motion Picture Soundtrack)","6IXfWhC7omotM4lt0ROmEr",2020-02-14,"https://open.spotify.com/track/6L4QbsQrP9ZiZdz9SfOSGV","Yeh Dooriyan",54,241636,"False",0.615,0.566,7,-7.841,0,0.0304,0.696,0.053,0.0964,0.309,109.986,4,"filmi, indian instrumental, modern bollywood"
296,"3GduVhZgJZ6EwxJ0kRy0Vw","Arijit Singh","Love Breakup - Sad Songs","6JttsFSDk2fANaYGYy289M",2015-02-13,"https://open.spotify.com/track/3GduVhZgJZ6EwxJ0kRy0Vw","Main Dhoondne Ko Zamaane Mein (From ""Heartless"")",0,263054,"False",0.398,0.461,2,-6.261,0,0.0359,0.533,0,0.131,0.287,79.209,4,"filmi, modern bollywood"
297,"4TuG1HFhY2vptjS4FHLhmj","Udit Narayan, Kavita Krishnamurthy","My Best Collection - Udit Narayan","6vEROmmCdjaXEvh12gq0aQ",2016-07-01,"https://open.spotify.com/track/4TuG1HFhY2vptjS4FHLhmj","Tu Cheez Badi Hain (From ""Mohra"")",55,385853,"False",0.692,0.875,8,-7.381,1,0.0571,0.545,"5.78e-05",0.326,0.787,84.575,4,"odia pop, filmi, chutney, classic bollywood"
298,"21I81OmDpGKALqjK1hg4Vo","A.R. Rahman, Various Artists, Mohit Chauhan, Javed Ali","Rockstar","0DEehXOLPp1N7V8XYR0kF0",2011-09-30,"https://open.spotify.com/track/21I81OmDpGKALqjK1hg4Vo","Kun Faaya Kun",0,473253,"False",0.505,0.377,1,-10.974,1,0.0301,0.675,0,0.0838,0.595,88.039,4,"desi pop, filmi, modern bollywood"
299,"7y2LdSannuZhlHK3eTOyly","Kailash Kher, Meet Bros Anjjan","Best Of Kailash Kher","3Z1xYUAJeDYYUDZ3WYtKxn",2017-07-06,"https://open.spotify.com/track/7y2LdSannuZhlHK3eTOyly","Mere Nishaan (From ""Oh My God"")",54,300719,"False",0.586,0.524,1,-8.576,1,0.0436,0.74,"2.98e-06",0.136,0.529,98.077,4,"filmi, indian folk, sufi, modern bollywood"
300,"5krs4MOlMd3vY2ySUPMgQH","Nusrat Fateh Ali Khan","A Tribute: The Essential Nusrat Fateh Ali Khan Vol. 3","0BOjSfG4gMPVkeimowCOgV",1999-04-01,"https://open.spotify.com/track/5krs4MOlMd3vY2ySUPMgQH","Sanoon Ek Pal",0,769266,"False",0.596,0.353,5,-13.719,1,0.041,0.672,0.548,0.24,0.656,127.788,4,"filmi, world, indian fusion, classic pakistani pop, sufi, qawwali, pakistani folk"
301,"6eO9LvEiMqh1CAsa6y3wXP","Armaan Malik, Amaal Mallik, Rashmi Virag","Azhar","0V1JQaeLB033XjgS7JqNbP",2016-04-07,"https://open.spotify.com/track/6eO9LvEiMqh1CAsa6y3wXP","Bol Do Na Zara",61,292826,"False",0.545,0.473,11,-8.259,0,0.0312,0.284,0,0.0871,0.195,130,3,"filmi, desi pop, modern bollywood"
302,"17fhQI9tsFAdd5fPSBBCWu",,,"54MWK3HGLOxBWnQRYWEfEA",0,"https://open.spotify.com/track/17fhQI9tsFAdd5fPSBBCWu",,0,0,"False",0.576,0.924,0,-6.536,1,0.0498,0.127,"4.36e-05",0.379,0.461,126.037,4,"Unknown"
303,"5QW9K4A1gMnIi94YUxtsfM","Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya","Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","6j4QpObdnZpxNU52o2egBZ",2023-05-16,"https://open.spotify.com/track/5QW9K4A1gMnIi94YUxtsfM","Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",66,266075,"False",0.556,0.552,4,-5.875,1,0.0373,0.531,0,0.121,0.531,100.051,4,"filmi, gujarati pop, modern bollywood"
304,"5iCY0TXNImK4hyKfcplQsg","Anuv Jain","Baarishein","4ysOhipyMXKstywus51VXS",2018-01-12,"https://open.spotify.com/track/5iCY0TXNImK4hyKfcplQsg","Baarishein",1,207309,"False",0.475,0.124,2,-9.463,1,0.0444,0.926,0,0.0972,0.19,94.42,4,"indian indie, desi pop, indian singer-songwriter, hindi indie"
305,"5NRapVFqMs0demH0EkSY4w","Sachin-Jigar, Anushka Manchanda","ABCD - Any Body Can Dance (Original Motion Picture Soundtrack)","5ZwLv27mDGPJqZjhHxElHT",2013-06-24,"https://open.spotify.com/track/5NRapVFqMs0demH0EkSY4w","Man Basiyo Saanwariyo",27,224040,"False",0.616,0.564,0,-8.375,0,0.0337,0.0566,0.000575,0.233,0.438,129.939,4,"filmi, gujarati pop, modern bollywood"
306,"1ufeADg0jivKpOFiAv3PYg","Pritam, KK","Gangster (Original Motion Picture Soundtrack)","4iVTKZvu3oFUlnNG4PqYST",2006-09-08,"https://open.spotify.com/track/1ufeADg0jivKpOFiAv3PYg","Tu Hi Meri Shab Hai - From ""Gangster""",64,387947,"False",0.558,0.756,9,-5.322,0,0.0369,0.438,0.000895,0.121,0.552,118.904,4,"filmi, indian instrumental, modern bollywood"
307,"4vwPirpSJCOiIsgxMV4Xcv","Ritviz","Liggi","1zITUizbdnwegHf2BM7faa",2019-12-23,"https://open.spotify.com/track/4vwPirpSJCOiIsgxMV4Xcv","Liggi",0,181176,"False",0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046,4,"indian indie, desi pop, desi hip hop, indian edm, hindi indie"
308,"6lHBOxVVbjkmByOjHRC2bA","Rahat Fateh Ali Khan","Love Aaj Kal","4u7WFjehsC5sUibLEOaqLf",2009,"https://open.spotify.com/track/6lHBOxVVbjkmByOjHRC2bA","Ajj Din Chadheya (From ""Love Aaj Kal "")",0,315013,"False",0.585,0.687,9,-4.553,1,0.0724,0.551,"6.7e-06",0.121,0.815,85.871,4,"filmi, classic pakistani pop, sufi, modern bollywood, qawwali"
309,"7dCLLYhkLyFhIti2inFa83","Siddharth Basru, Rahul Pandey, Shruti Pathak","Happy Ending (Original Motion Picture Soundtrack)","7rQN7PzgnjfUPRz9ATLbg6",2014-10-22,"https://open.spotify.com/track/7dCLLYhkLyFhIti2inFa83","Haseena Tu Kameena Mein",0,247065,"False",0.829,0.679,9,-10.496,0,0.147,0.29,0.000313,0.112,0.933,90.034,4,"filmi, modern bollywood"
310,"54jXWKDWh2IAFnuYcYEwb3","Raghav Kaushik, Yashika Sikka","Khaare Raste","0UbMs14msg4N7BBzwWh1il",2021-04-07,"https://open.spotify.com/track/54jXWKDWh2IAFnuYcYEwb3","Khaare Raste",0,246857,"False",0.426,0.271,11,-10.615,1,0.0309,0.923,0.0053,0.141,0.266,139.741,4,"indian singer-songwriter, gujarati pop"
311,"7d5Sk1Omu1qfyOPnlPO9d1","Madan Mohan, Ahmed Hussain, Mohd. Hussain, Mohammed Vakil, Javed Hussain, Javed Akhtar","Veer - Zaara","690w3h4czL3x3W3zIgEcB6",2004-09-18,"https://open.spotify.com/track/7d5Sk1Omu1qfyOPnlPO9d1","Aaya Tere Dar Par",48,471013,"False",0.37,0.909,10,-5.688,1,0.0907,0.252,0,0.133,0.706,117.51,4,"filmi, classic bollywood, ghazal, indian instrumental, modern bollywood"
312,"3Jm8F4TcnT0IfHWGYlr0HV","Asha Bhosle, R. D. Burman","Magical Moments","24lMAJGFDJpS4c96bRqzMk",2014-10-20,"https://open.spotify.com/track/3Jm8F4TcnT0IfHWGYlr0HV","Kitne Bhi Tu Karle Sitam - From ""Sanam Teri Kasam""",8,270346,"False",0.529,0.632,7,-5.744,1,0.0291,0.606,0,0.0461,0.795,134.921,4,"filmi, chutney, classic bollywood"
313,"3IHTVok32LdhTXSYgxadKu","Mohammed Rafi","Solid Gold Mohammed Rafi","1IpNcY7r7PGHbQwHEjCToN",2007-11-24,"https://open.spotify.com/track/3IHTVok32LdhTXSYgxadKu","Main Zindagi Ka Saath",0,228920,"False",0.665,0.432,5,-10.04,1,0.0377,0.391,0.00123,0.0562,0.833,132.126,3,"filmi, classic bollywood"
314,"5DNYHmyjsFba5yjvQYljpd","Arijit Singh, Gajendra Verma, Atif Aslam, Ayushmann Khurrana","Best Party Mashups (By DJ Chetas)","6thTBUN5dQbnJTuUIl6Mjr",2017-01-19,"https://open.spotify.com/track/5DNYHmyjsFba5yjvQYljpd","Bollywood Party Mashup by DJ Chetas",0,1220024,"False",0.638,0.807,0,-5.518,1,0.0485,0.0194,"9.61e-05",0.112,0.513,130.005,4,"desi pop, filmi, classic pakistani pop, sufi, modern bollywood"
